Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Protein Cookie,1 Cookie  ,287.0,8.3,35.3,15.0,Spooning Cookie Dough 
Vegan Cookie,1 Cookie ,228.0,15.0,16.0,12.0,Spooning Cookie Dough 
Cookie Dunkel,100.0,418.0,19.0,56.0,4.7,Spooning Cookie Dough 
Lower Carb Best Bar Chocolate-Cookie-Dough,1 Riegel ,147.0,5.9,12.0,13.0,Spooning Cookie Dough 
Cookie,100.0,212.0,10.0,24.6,4.9,Spooning Cookie Dough 
Cookie,100.0,518.0,35.0,47.0,11.0,Spooning Cookie Dough 
Cookie,100.0,477.0,26.0,41.0,26.0,Spooning Cookie Dough 
Cookie,1 cookie ,250.0,16.0,20.0,4.9,Spooning Cookie Dough 
Cookie,100.0,270.0,15.0,30.0,4.0,Spooning Cookie Dough 
Cookie,100.0,242.0,10.0,23.0,15.0,Spooning Cookie Dough 
Cookie,100.0,473.0,20.0,63.0,5.6,Spooning Cookie Dough 
No Whey Vegan Protein Vanilla Cookie Dough,100.0,393.0,9.7,6.7,67.0,Spooning Cookie Dough 
"Cookie Dough, Weiße Schoko / Himbeere mit Eis",1 Portion,118.0,58.0,152.0,12.0,Spooning Cookie Dough 
Cookie,100.0,516.0,24.0,67.0,6.9,Spooning Cookie Dough 
Cookie,100.0,474.0,21.53,61.98,7.84,Spooning Cookie Dough 
Chocolate Dough ,100.0,368.0,16.0,35.0,27.0,Spooning Cookie Dough 
Clean Protein Bar Cookie Dough Flavour ,1 Riegel ,179.0,5.4,2.7,19.7,Spooning Cookie Dough 
Clean Protein Bar Cookie Dough Almond,1 Riegel ,186.0,5.4,2.7,20.0,Spooning Cookie Dough 
Eat Clean Protein Bar - Cookie Dough,100.0,295.0,7.4,4.7,34.2,Spooning Cookie Dough 
Eat Clean Protein Bar - Cookie Dough,1 Riegel ,192.0,4.8,3.2,22.0,Spooning Cookie Dough 
Tasty Whey - Peanut Butter Cookie Dough,100.0,379.0,6.5,5.0,75.0,Spooning Cookie Dough 
Protein Choc Bar Cookie Dough Style,100.0,412.0,15.0,43.0,25.0,Spooning Cookie Dough 
100% Whey Protein Birthday Cookie Dough ,100.0,383.0,5.6,11.0,73.0,Spooning Cookie Dough 
Veganes Eis Cookie Dough Non-Dairy,100.0,258.0,14.0,30.9,1.6,Spooning Cookie Dough 
Trust Crunch White Choc Cookie Dough,100.0,352.0,13.0,30.0,33.0,Spooning Cookie Dough 
100% Whey Protein Chocolate Cookie Dough,100.0,379.0,6.0,6.5,74.0,Spooning Cookie Dough 
Ben & Jerry's Cookie Dough 150 Ml,1 Portion ,345.0,20.0,41.0,5.0,Spooning Cookie Dough 
Ben & Jerry's Cookie Dough - 465 Ml,1 Portion ,125.0,69.8,144.2,18.6,Spooning Cookie Dough 
Ben & Jerry's Cookie Dough (465 Ml),1 Portion ,115.0,65.0,130.0,17.5,Spooning Cookie Dough 
Lean Protein Bar Chocolate & Cookie Dough,1 Riegel ,153.0,4.6,11.0,18.0,Spooning Cookie Dough 
Vegan Protein Bar Almond Cookie Dough,1 Riegel ,155.0,7.6,9.6,10.4,Spooning Cookie Dough 
Ben & Jerry's Cookie Dough (100 G),100.0,199.0,12.0,22.0,2.9,Spooning Cookie Dough 
Queen Protein Cookie Dough Ice Cream,100.0,370.0,6.0,6.0,76.0,Spooning Cookie Dough 
Perfect Protein Cookie Dough ,1 Portion ,117.0,2.0,2.0,25.0,Spooning Cookie Dough 
Mandeln Cookie Dough Style,100.0,592.0,39.0,45.0,13.0,Spooning Cookie Dough 
King's Cookie Dough Erdbeere,1 Portion,329.0,9.5,55.1,4.7,Spooning Cookie Dough 
King's Cookie Dough Karamell,1 Portion ,324.0,9.5,53.7,5.1,Spooning Cookie Dough 
Ben & Jerry's Cookie Dough,100.0,235.0,13.0,27.0,3.5,Spooning Cookie Dough 
Choco Caramel Cookie Dough,100.0,299.0,19.1,26.8,4.1,Spooning Cookie Dough 
Cookie Dough S'wich Up,100.0,289.0,16.0,31.0,4.3,Spooning Cookie Dough 
Cookie Dough Ice Cream,100.0,250.0,12.0,32.0,3.8,Spooning Cookie Dough 
Protein Bar Cookie Dough,100.0,193.0,5.3,11.0,20.0,Spooning Cookie Dough 
Protein Bites Cookie Dough,2 Bites ,83.0,3.4,9.9,3.3,Spooning Cookie Dough 
Rockalicious Vanilla Cookie Dough,1 Riegel ,169.0,2.5,10.3,20.2,Spooning Cookie Dough 
Whey Protein Cookie Dough,100.0,383.0,4.0,9.4,74.5,Spooning Cookie Dough 
Protein Praline Cookie Dough,100.0,384.0,13.8,30.2,34.8,Spooning Cookie Dough 
Chocolate Caramel & Cookie Dough,100.0,342.0,12.0,19.1,36.4,Spooning Cookie Dough 
Chocolate Cookie Dough Light,100.0,216.0,6.7,34.0,4.6,Spooning Cookie Dough 
Cookies On Cookie Dough ,100.0,263.0,14.0,32.0,1.9,Spooning Cookie Dough 
Cookie Dough Red Velvet,100.0,445.0,27.2,44.3,5.3,Spooning Cookie Dough 
Cookie Dough Chocolate Chip,100.0,467.0,28.7,45.5,5.9,Spooning Cookie Dough 
Cookie Dough Cheesecake Style,100.0,440.0,27.0,44.0,5.3,Spooning Cookie Dough 
Almond Cookie Dough Style,100.0,428.0,20.0,49.0,7.8,Spooning Cookie Dough 
Protein Ball Cookie Dough,100.0,356.0,12.0,47.0,20.0,Spooning Cookie Dough 
Vegan Protein Cookie Dough ,100.0,345.0,1.4,15.0,70.0,Spooning Cookie Dough 
Chocolate Caramel Cookie Dough,100.0,298.0,19.0,26.8,4.1,Spooning Cookie Dough 
Cookie Dough Lemon Cake,100.0,519.0,30.0,57.0,4.6,Spooning Cookie Dough 
Pro Bar Cookie Dough,1 Portion ,280.0,8.0,33.0,20.0,Spooning Cookie Dough 
Vegan Protein Cookie Dough,100.0,379.0,9.3,0.5,69.0,Spooning Cookie Dough 
Protein Bar Cookie Dough,1 Portion ,185.0,4.6,10.0,20.0,Spooning Cookie Dough 
Lean Layered Cookie Dough,1 Portion ,137.0,3.2,12.0,15.0,Spooning Cookie Dough 
Dough-Ble Chocolate Cookie Dough Twist,100.0,287.0,18.0,27.0,3.8,Spooning Cookie Dough 
Protein Cookie Chocolate Cookie Dough ,1 Cookie ,341.0,14.0,32.7,21.0,Spooning Cookie Dough 
Cookie Dough Bites,100.0,499.0,26.0,61.0,4.1,Spooning Cookie Dough 
Cookie Dough Donut,1 Portion ,354.0,21.0,36.0,4.8,Spooning Cookie Dough 
Cookie Dough Eis,100.0,220.0,9.4,31.0,2.5,Spooning Cookie Dough 
Cookie Dough Eis,100.0,139.0,4.0,20.3,4.1,Spooning Cookie Dough 
Spiced Cookie Dough,100.0,139.0,4.1,18.0,7.2,Spooning Cookie Dough 
Cookie Dough & Brownie,100.0,234.0,11.5,28.1,4.0,Spooning Cookie Dough 
Cookie Dough Aprikose,100.0,384.0,21.9,42.6,3.6,Spooning Cookie Dough 
Choco Cookie Dough,100.0,249.0,12.7,30.4,1.6,Spooning Cookie Dough 
Zero Cookie Cookie Dough,100.0,293.0,9.0,13.0,31.0,Spooning Cookie Dough 
Cookie Dough,100.0,199.0,12.0,22.0,2.9,Spooning Cookie Dough 
Cookie Dough,1 Riegel ,187.0,7.0,7.6,21.0,Spooning Cookie Dough 
Cookie Dough,1 Riegel ,212.0,7.8,21.0,21.0,Spooning Cookie Dough 
Cookie Dough,1 Eisbecher ,396.0,11.4,57.9,11.7,Spooning Cookie Dough 
Cookie Dough,100.0,482.0,30.0,22.0,25.0,Spooning Cookie Dough 
Cookie Dough,100.0,383.0,3.4,86.0,1.6,Spooning Cookie Dough 
Cookie Dough,1 Packung ,300.0,17.0,33.0,4.5,Spooning Cookie Dough 
Cookie Dough,100.0,267.0,15.0,29.3,3.4,Spooning Cookie Dough 
Cookie Dough,100.0,257.0,14.0,29.0,3.4,Spooning Cookie Dough 
Cookie Dough,100.0,135.0,5.1,16.0,3.8,Spooning Cookie Dough 
Cookie Dough,100.0,248.0,12.3,30.0,4.3,Spooning Cookie Dough 
Whey pro+,100.0,372.0,2.91,4.29,73.77,Sportnahrung
Whey pro+ Vanille ,100.0,374.0,2.83,4.08,76.16,Sportnahrung
Low Carb Bar,1 Riegel  ,211.0,7.8,22.8,17.8,Sportnahrung
Protein Coffee,100.0,52.0,1.0,3.5,6.8,Sportnahrung
Proteinbar ,100.0,422.0,16.5,43.5,22.9,Sportnahrung
Protein Riegel Kokos Mandel,1 Riegel ,163.0,5.8,12.0,18.0,Sports Factory
High Level 4 Protein Riegel Himbeer Crisp,1 Riegel ,159.0,5.4,13.0,18.0,Sports Factory
32% Protein Riegel Kokos,100.0,408.0,17.0,34.0,32.0,Sports Factory
Whey Protein Banane,100.0,379.0,4.1,5.0,80.0,Sports Factory
Erdbeer-Crisp High Level 5 Protein Riegel,100.0,349.0,9.1,25.0,50.0,Sports Factory
32% Protein Riegel Vanille,1 Riegel ,140.0,4.2,15.0,11.0,Sports Factory
32% Protein Riegel Schoko Crunch,1 portion ,130.0,3.8,13.0,11.0,Sports Factory
40% Protein Riegel Haselnuss,100.0,392.0,12.0,34.0,40.0,Sports Factory
50% Protein Riegel Cookies-Cream ,100.0,339.0,8.1,23.0,50.0,Sports Factory
Protein Shake 80 Vegan Vanille,1 Portion ,114.0,0.8,0.6,25.0,Sports Factory
Protein Riegel Stracciatella,1 Portion ,228.0,6.0,21.0,24.0,Sports Factory
Whey Protein Schoko-Kokos,100.0,383.0,5.5,4.9,76.0,Sports Factory
Whey Protein Vanille ,100г,378.0,4.1,5.0,80.0,Sports Factory
40% Protein Riegel Banane,100.0,376.0,10.0,34.0,40.0,Sports Factory
Protein Shake 90 Vanille,100.0,350.0,0.9,4.2,80.0,Sports Factory
Protein Shake 90 Schoko,100.0,353.0,1.3,4.0,80.0,Sports Factory
High Protein Riegel Karamell Schoko,1 Portion ,203.0,7.0,17.0,19.0,Sports Factory
High Level 4 Protein Riegel Himbeer Crisp,100.0,353.0,12.0,28.0,40.0,Sports Factory
50% Protein Riegel Schoko-Crisp,100.0,350.0,9.3,23.0,50.0,Sports Factory
50% Protein Riegel Strawberry Crisp,100.0,354.0,9.9,24.0,50.0,Sports Factory
Sports ISO,100.0,18.0,0.01,4.4,0.03,Sports Factory
Sports Pancakes,100.0,364.0,3.6,46.6,34.5,Sports Factory
Sports Nutrition,2 gestr. Dosierlöffel ,150.0,0.0,34.7,0.0,Sports Factory
Sports,100.0,19.0,0.0,4.1,0.0,Sports Factory
Proteinriegel,1 Riegel ,147.0,5.1,12.0,12.0,Sports Line Champ
Protein 90 Shake Schoko,100.0,373.0,3.1,2.8,82.0,Sports Line Champ
Protein 90 Shake Vanille,100.0,372.0,2.5,3.3,84.0,Sports Line Champ
Profi Line 50% Protein Bar Schoko Crisp,1 Riegel ,190.0,6.4,11.7,25.0,Sports Line Champ
Profi Line 50% Protein Bar Cookies & Cream,1 Riegel ,180.0,5.0,12.8,25.0,Sports Line Champ
MAN Iso Sports Drink,100.0,19.0,0.0,4.3,0.0,Sports Line Champ
Sports Nutrition Liquid Gel,1 Portion ,113.0,0.0,28.1,0.0,Sports Line Champ
Basic Iso Sports Drink,100.0,18.0,0.1,4.1,0.1,Sports Line Champ
Bio Fit Line Joghurt Vanille ,100.0,72.0,0.3,9.8,7.2,Sports Line Champ
Sweet Line Stevia Flüssigsüße ,100.0,0.0,0.0,0.0,0.0,Sports Line Champ
Sports Pancakes,100.0,364.0,3.6,46.6,34.5,Sports Line Champ
Sports Nutrition,2 gestr. Dosierlöffel ,150.0,0.0,34.7,0.0,Sports Line Champ
Creme Line,100.0,163.0,14.5,4.7,3.3,Sports Line Champ
Chicken Champ,100.0,88.0,4.2,2.6,7.5,Sports Line Champ
Chicken Champ,1 Portion  ,348.0,16.5,10.4,29.7,Sports Line Champ
Sports,100.0,19.0,0.0,4.1,0.0,Sports Line Champ
Peanut Butter Baklava A La Makina,100.0,581.0,47.6,19.2,16.0,Spreadcella
Peanut Butter Creamy,100.0,616.0,49.0,12.0,27.0,Spreadcella
Peanutbutter Baklava ,100.0,581.0,47.6,19.2,16.0,Spreadcella
Club Cola,100.0,41.0,0.1,10.0,0.1,Spreequell
Fassbrause Himbeere,100.0,28.0,0.1,6.8,0.1,Spreequell
Berliner Fassbrause,100.0,36.0,0.1,8.7,0.1,Spreequell
Tonic Water,100.0,30.0,0.1,7.2,0.1,Spreequell
Apfelschorle Lieblich,100.0,30.0,0.1,7.0,0.1,Spreequell
Zitrusgrape ,100.0,19.0,0.1,4.3,0.1,Spreequell
Classic,100.0,0.0,0.0,0.0,0.0,Spreequell
Apfelschorle Herb,100.0,24.0,0.1,5.8,0.1,Spreequell
Mineralwasser Medium,100.0,0.0,0.0,0.0,0.0,Spreequell
Aktiv Tropical,100.0,19.0,0.1,4.3,0.1,Spreequell
Aktiv Zitrusgrape,100.0,19.0,0.1,4.3,0.1,Spreequell
Ginger Ale,100.0,38.0,0.1,9.2,0.1,Spreequell
Spreequell Naturell,100.0,0.0,0.0,0.0,0.0,Spreequell
Zitrone,100.0,33.0,0.0,8.0,0.0,Spreequell
Orange ,100.0,38.0,0.1,9.2,0.1,Spreequell
Aktiv Pinkgrape,100.0,19.0,0.1,4.4,0.1,Spreequell
Prinzessinnen Brause,100.0,15.0,0.1,3.6,0.1,Spreequell
Aktiv Vital,100.0,16.0,0.5,3.6,0.5,Spreequell
Fruchthauch Birne Pfirsich,100.0,19.0,0.1,4.7,0.1,Spreequell
Apfel Granatapfel,100.0,19.0,0.1,4.5,0.1,Spreequell
Kakao-Waffeln,100.0,524.0,30.4,57.4,3.1,Spreewaffel
Knusperlinchen,100.0,399.0,3.9,77.0,11.3,Spreewaffel
Feine Bourbon Vanille Waffeln,100.0,555.0,33.3,59.9,4.0,Spreewaffel
Zitrone-Waffeln,100.0,544.0,32.5,59.8,3.1,Spreewaffel
Vanillo-Waffeln,100.0,538.0,31.2,60.9,3.5,Spreewaffel
Vital Knusperbrot ,1 Scheibe ,20.0,0.18,3.79,0.58,Spreewaffel
Erdbeer-Waffeln,100.0,544.0,32.5,59.8,3.1,Spreewaffel
Bio-Dinkel-Waffelbrot,100.0,389.0,4.0,75.2,13.1,Spreewaffel
Bio-Dinkel-Waffelbrot,1 Scheibe ,18.0,0.2,3.4,0.6,Spreewaffel
Sauerkraut,100.0,27.0,0.1,3.3,1.6,Spreewald Königin
"Kürbis in Stücken, Süß-Sauer",100.0,67.0,0.1,15.1,0.3,Spreewald Königin
Gurken Sticks ,100.0,37.0,0.1,7.5,0.9,Spreewald Königin
Gewürzgurken,100.0,31.0,0.1,6.9,0.5,Spreewald Königin
Spreewälder Gewürzgurken,100.0,33.0,0.1,6.8,0.5,Spreewald Königin
Cornichons ,100.0,35.0,0.1,6.8,0.5,Spreewald Königin
Letscho,100.0,38.0,0.1,6.7,1.3,Spreewald Königin
Gurken-Salat,100.0,42.0,0.1,8.0,1.7,Spreewald Königin
Wild-Preiselbeeren,100.0,175.0,0.3,41.8,0.2,Spreewald Königin
Dill-Happen,100.0,43.0,0.1,9.2,0.7,Spreewald Königin
Rote Bete Scheiben,100.0,72.0,1.1,12.0,1.9,Spreewald Königin
Mixed Pickles,100.0,58.0,0.3,11.5,0.7,Spreewald Königin
Apfelkompott,100.0,73.0,0.1,17.1,0.2,Spreewald Königin
Delikatess-Rotkohl,100.0,63.0,0.1,12.0,1.9,Spreewald Königin
Spreewald-Knobi's,100.0,34.0,0.1,5.8,1.1,Spreewald Königin
Elisen-Königin,100.0,470.0,28.1,40.8,9.5,Spreewald Königin
Königin Pasteten,1 Portion ,139.0,9.1,12.0,1.9,Spreewald Königin
Rindfleischsalat,100.0,110.0,5.0,6.5,9.3,Spreewälder
Geflügelsalat mit Mandarinen ,100.0,311.0,27.5,6.4,9.3,Spreewälder
Rindfleisch Knacker ,100.0,290.0,22.5,1.1,20.7,Spreewälder
Häckerle,100.0,162.0,13.0,3.6,7.4,Spreewälder
Frühlingskartoffelsalat,100.0,130.0,6.8,14.8,1.6,Spreewälder
Herrensalat,100.0,171.0,12.4,7.8,6.3,Spreewälder
Heringssalat,100.0,115.0,8.2,5.0,4.8,Spreewälder
Nudelsalat,100.0,228.0,14.5,19.9,4.5,Spreewälder
Kartoffelsalat nach Russischer Art,100.0,179.0,12.6,14.0,2.3,Spreewälder
Brühpolnische,100.0,297.0,26.0,0.7,15.0,Spreewälder
Fleischsalat,100.0,384.0,38.5,2.9,6.0,Spreewälder
Eiersalat mit Gurke,100.0,288.0,26.8,4.0,7.3,Spreewälder
Würstchen nach Kamenzer Art,100.0,280.0,23.5,0.6,16.5,Spreewälder
Griebenschmalz,100.0,866.0,94.1,1.0,3.8,Spreewälder
Pilzcocktail mit Kräuterdressing,100.0,83.0,4.3,7.2,2.5,Spreewälder
Gurkensalat ,100.0,146.0,11.7,8.1,1.3,Spreewälder
Vegetarischer Fleischsalat ,100.0,335.0,32.5,6.2,4.5,Spreewälder
Krautsalat,100.0,226.0,19.2,11.5,1.1,Spreewälder
Magere Fleischsülze mit Gemüse,100.0,91.0,2.5,4.4,12.6,Spreewälder
Wiener Würstchen Salat,100.0,181.0,12.0,11.0,6.0,Spreewälder
Spreewälder Nudelsalat Curry,100.0,240.0,16.5,19.5,3.0,Spreewälder
Spreewälder Gurken,100.0,32.0,0.2,5.4,0.9,Spreewälder
Spreewälder Rindfleischsalat,100.0,110.0,5.0,6.5,9.3,Spreewälder
Spreewälder Sauerkraut ,100.0,14.0,0.3,0.7,1.3,Spreewälder
Spreewälder Leberkäse,1 Scheibe ,30.0,2.5,0.2,1.9,Spreewälder
Spreewälder Gurkensülze,100.0,166.0,10.5,5.5,12.4,Spreewälder
Spreewälder Nudelsalat,100.0,205.0,13.7,15.5,4.9,Spreewälder
Spreewälder Gurkensülze,100.0,163.0,10.0,6.2,12.0,Spreewälder
Spreewälder-Sauerkraut,100.0,46.0,0.1,8.0,1.4,Spreewälder
Spreewälder Rindfleischsülze ,100.0,83.0,2.3,0.5,15.0,Spreewälder
Original Spreewälder Gewürzgurken,100.0,34.0,0.1,6.8,0.8,Spreewald-Feldmann
Kürbis-Würfel,100.0,74.0,0.1,16.4,0.4,Spreewald-Feldmann
Senf-Gurken,100.0,33.0,0.1,6.3,0.5,Spreewald-Feldmann
Gewürzgurken,100.0,39.0,0.2,7.0,0.9,Spreewald-Feldmann
Cornichons,100.0,39.0,0.2,6.4,1.5,Spreewald-Feldmann
Gurken mit Chili ,100.0,46.0,0.3,8.1,1.2,Spreewald-Feldmann
Salz-Dill-Gurken,100.0,8.0,0.0,0.1,0.3,Spreewald-Feldmann
Sandwichgurken,100.0,40.0,0.1,7.7,0.9,Spreewald-Feldmann
Ungarisches Letscho,100.0,54.0,0.2,9.4,1.7,Spreewald-Feldmann
Rote Bete Feine Kugeln ,100.0,61.0,0.1,12.2,1.0,Spreewald-Feldmann
Saure Gurken,100.0,25.0,0.1,3.5,1.1,Spreewaldhof
Sauerkraut,100.0,27.0,0.1,3.3,1.6,Spreewaldhof
Rotkohl,100.0,49.0,0.1,8.6,1.2,Spreewaldhof
Spreelinge,100.0,35.0,0.1,6.8,0.5,Spreewaldhof
Senfgurken,100.0,41.0,0.2,8.3,0.5,Spreewaldhof
Gewürzgurken,100.0,33.0,0.1,6.8,0.5,Spreewaldhof
Letscho Premium,100.0,38.0,0.1,6.7,1.3,Spreewaldhof
Schattenmorellen,100.0,76.0,0.1,17.7,0.5,Spreewaldhof
Apfel-Rotkohl,100.0,71.0,0.2,14.0,1.9,Spreewaldhof
Schlachtekraut,100.0,85.0,5.5,5.8,1.3,Spreewaldhof
"Pflaumen, Halbe Frucht, Gezuckert ",100.0,76.0,0.1,17.5,0.4,Spreewaldhof
Das Andere Apfelmus ,100.0,68.0,0.1,15.0,0.4,Spreewaldhof
Cornichons,100.0,35.0,0.1,6.8,0.5,Spreewaldhof
Grünkohl Fix&Fertig,100.0,55.0,1.6,6.1,2.0,Spreewaldhof
Letscho-Gemüse,100 g,38.0,0.1,6.7,1.3,Spreewaldhof
Pflaumenkompott,100.0,117.0,0.1,27.5,0.4,Spreewaldhof
Apfelmus,100.0,68.0,0.1,15.0,0.4,Spreewaldhof
Gurken-Sticks,100.0,40.0,0.1,7.5,0.9,Spreewaldhof
Spreewälder-Sauerkraut,100.0,46.0,0.1,8.0,1.4,Spreewaldhof
Gourmet Rotkohl,100.0,75.0,0.1,16.0,1.2,Spreewaldhof
Spreewälder Sauerkraut mit Karottenstreifen,100.0,46.0,0.1,8.0,1.4,Spreewaldhof
Süßkirschen,100.0,74.0,0.1,17.0,0.4,Spreewaldhof
Knoblauchgurken,100.0,33.0,0.1,6.8,0.5,Spreewaldhof
Gurkenhappen,100.0,41.0,0.1,8.6,0.7,Spreewaldhof
Apfelkompott,100.0,73.0,0.1,17.1,0.2,Spreewaldhof
Apfelino,100.0,75.0,0.1,17.2,0.4,Spreewaldhof
Knackig & Süß,100.0,52.0,0.1,11.0,0.5,Spreewaldhof
Mirabellen,100.0,76.0,0.1,18.0,0.3,Spreewaldhof
Schwarzkirschen,100.0,74.0,0.1,17.1,0.4,Spreewaldhof
Erdbeeren,100.0,72.0,0.1,17.2,0.3,Spreewaldhof
Renekloden,100.0,76.0,0.1,18.0,0.3,Spreewaldhof
Unser Schätzchen,100.0,41.0,0.1,9.0,0.4,Spreewaldhof
Goldener Mais,100.0,76.0,1.6,12.1,2.4,Spreewaldhof
Feldgurken ,100.0,36.0,0.2,6.8,0.8,Spreewaldhof
Erdbeer-Rhabarber-Grütze ,100.0,90.0,0.2,20.1,0.5,Spreewaldhof
Apfel Mix Banane ,100.0,78.0,0.1,17.5,0.4,Spreewaldhof
Spreewälder Gewürzgurken,100.0,14.0,0.1,2.1,0.7,Spreewaldrabe
Sahne Meerrettich ,100.0,289.0,24.2,14.7,1.6,Spreewaldrabe
Meerrettich,100.0,121.0,8.8,8.0,2.8,Spreewaldrabe
Salz-Dill-Gurken,100.0,5.0,0.1,0.8,0.2,Spreewaldrabe
Knoblauchgurken,100.0,10.0,0.2,1.3,0.5,Spreewaldrabe
Gewürzgurken,100.0,34.0,0.2,7.1,0.5,Spreewaldrabe
Kürbis,100.0,39.0,0.1,8.3,0.7,Spreewaldrabe
Apfelmeerrettich,100.0,116.0,3.2,19.1,1.1,Spreewaldrabe
Sauerkraut ,100.0,21.0,0.3,0.8,1.5,Spreewaldrabe
Gemüsemeerrettich Extra Scharf,100.0,126.0,8.8,7.5,1.8,Spreewaldrabe
Tafel Meerrettich,100.0,172.0,12.3,11.5,1.6,Spreewaldrabe
