Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Protein Muffin,100.0,284.0,14.0,33.0,12.0,Supreme Protein
Protein Gums,4 Stück ,28.0,0.0,8.3,1.8,Supreme Protein
Protein Pancake,100.0,401.0,3.9,26.0,58.0,Supreme Protein
Protein Block,1 Riegel ,326.0,10.0,22.0,45.0,Supreme Protein
Protein Pudding,100.0,369.0,2.2,2.0,84.9,Supreme Protein
Protein Delite,1 Portion ,107.0,1.7,4.3,19.0,Supreme Protein
Whey Protein,100.0,372.0,6.0,9.5,74.0,Supreme Protein
Protein-Nudeln,100.0,341.0,1.9,21.0,60.0,Supreme Protein
Protein Pancake,100.0,363.0,3.4,44.1,35.0,Supreme Protein
Total Protein ,100.0,389.0,4.5,7.6,79.0,Supreme Protein
Protein Cookie,100.0,365.0,8.6,44.1,28.8,Supreme Protein
Protein XXL,100.0,385.0,10.0,42.0,31.0,Supreme Protein
Whey Protein,100.0,399.0,6.6,9.0,76.0,Supreme Protein
Protein Granola,100.0,403.0,9.9,39.0,37.0,Supreme Protein
Bio Protein,100.0,360.0,1.4,16.7,70.4,Supreme Protein
Protein Balls,1 Packung ,124.0,3.6,7.7,15.0,Supreme Protein
Protein Mocca,1 Scoop ,84.0,0.3,4.4,15.9,Supreme Protein
Muscle Protein,1 Drink ,332.0,0.5,40.0,40.0,Supreme Protein
Whey Protein,3 EL ,118.0,1.8,1.1,23.7,Supreme Protein
Protein Oatmeal ,100.0,367.0,5.0,41.0,36.0,Supreme Protein
Protein Pancakes,100.0,385.0,7.0,50.0,31.0,Supreme Protein
Natural Protein,1 Riegel ,175.0,7.1,15.0,12.0,Supreme Protein
Whey Protein,1 Scoop ,115.0,2.4,1.4,22.0,Supreme Protein
Protein Pasta,100.0,360.0,3.9,14.8,65.1,Supreme Protein
Protein Eierteigware,100.0,360.0,3.9,14.8,65.1,Supreme Protein
Protein Pudding,1 Portion ,144.0,1.9,1.7,30.0,Supreme Protein
Performance Protein,1 Scoop ,160.0,3.0,6.0,30.0,Supreme Protein
Protein Powder,100.0,360.0,1.0,1.0,87.0,Supreme Protein
Protein Brownies,1 Portion ,112.0,2.8,8.6,11.0,Supreme Protein
Quarkcreme + Protein,100.0,70.0,0.4,2.8,13.8,Supreme Protein
Whey Protein,100.0,367.0,5.0,3.5,77.0,Supreme Protein
Protein Pancakes ,1 Portion ,192.0,2.4,8.3,34.0,Supreme Protein
Protein Muesli,100.0,449.0,15.0,43.0,32.0,Supreme Protein
Protein Crisps,1 Tüte ,100.0,3.0,4.9,11.0,Supreme Protein
Night Protein ,100.0,366.0,0.9,5.1,86.6,Supreme Protein
Protein Nachos,1 Packung ,119.0,3.7,5.0,14.0,Supreme Protein
Protein Whey,100.0,389.0,3.1,11.0,76.0,Supreme Protein
3K Protein,100.0,377.0,5.0,5.7,77.0,Supreme Protein
Protein Cookie,1 portion ,180.0,11.0,17.0,8.0,Supreme Protein
Protein Cereals,100.0,372.0,5.6,30.4,40.4,Supreme Protein
Protein Chips,100.0,415.0,11.0,53.0,22.0,Supreme Protein
Protein Pancake,100.0,422.0,13.0,32.0,43.0,Supreme Protein
Protein Pasta ,100.0,317.0,3.0,39.4,42.6,Supreme Protein
Protein Pralines,100.0,420.0,20.8,32.8,30.1,Supreme Protein
Protein Bar ,100.0,359.0,10.1,25.4,50.3,Supreme Protein
Protein Pralines ,1 Praline ,42.0,2.1,3.3,3.0,Supreme Protein
Protein Jelly,100.0,345.0,0.0,0.9,86.0,Supreme Protein
Protein Pancakes ,100.0,344.0,2.6,33.6,44.3,Supreme Protein
Protein Müsli,100.0,435.0,21.2,31.1,24.0,Supreme Protein
Protein Erdbeere,100.0,72.0,0.2,6.3,10.1,Supreme Protein
Milch Protein,100.0,381.0,1.5,5.0,80.0,Supreme Protein
Protein Flakes,100.0,346.0,4.3,8.8,53.0,Supreme Protein
Reis Protein,100.0,59.0,1.3,9.9,1.9,Supreme Protein
Protein Riegel,100.0,374.0,9.7,17.0,60.0,Supreme Protein
Protein Breakfast,100.0,383.0,4.4,32.8,51.8,Supreme Protein
Protein Coffee,100.0,58.0,0.2,4.0,10.0,Supreme Protein
Protein Pudding,1 Portion ,110.0,0.5,1.5,23.9,Supreme Protein
Protein Konfekt ,100.0,384.0,15.5,27.1,32.4,Supreme Protein
Protein Müsli,100.0,438.0,23.7,20.8,28.2,Supreme Protein
Protein Bread,100.0,382.0,15.0,7.8,44.0,Supreme Protein
Protein Soda,100.0,23.0,0.0,0.4,4.4,Supreme Protein
Protein Tropical,100.0,79.0,1.6,7.0,9.0,Supreme Protein
Protein Crossies,100.0,527.0,31.0,32.0,30.0,Supreme Protein
Protein Packed ,100.0,510.0,30.6,32.3,22.7,Supreme Protein
Protein Waffles,"50g Pulver + 100ml 1,5% Milch",240.0,6.3,12.4,33.5,Supreme Protein
Protein-Backstube,100.0,247.0,6.7,30.0,13.0,Supreme Protein
Protein Refill,100.0,401.0,6.1,5.3,78.0,Supreme Protein
Protein Coffee,100.0,52.0,1.0,3.5,6.8,Supreme Protein
Hemp Protein,1 Riegel ,113.0,3.3,15.0,4.2,Supreme Protein
Protein Bar,1 bar ,158.0,6.3,4.8,15.0,Supreme Protein
Protein Müsli,100.0,384.0,13.0,38.0,22.0,Supreme Protein
Protein Flapjack,1 Riegel ,248.0,8.8,26.5,16.0,Supreme Protein
Protein Toffee,1 Riegel ,117.0,4.0,10.7,11.0,Supreme Protein
Protein Milkshake,100.0,62.0,0.2,4.9,10.0,Supreme Protein
Protein Cookie,1 Cookie  ,287.0,8.3,35.3,15.0,Supreme Protein
Protein Omelette,100.0,417.0,13.0,11.0,63.0,Supreme Protein
Protein Vanille,1 Becher ,256.0,0.7,24.0,36.0,Supreme Protein
Vegan Protein,1 Portion ,112.0,2.5,1.9,19.6,Supreme Protein
Protein Wrap,1 Wrap ,118.0,3.2,14.0,7.6,Supreme Protein
Plant Protein,100.0,376.0,4.2,22.9,60.6,Supreme Protein
Sport Protein,100.0,345.0,2.1,7.6,62.0,Supreme Protein
Protein Riegel,100.0,409.0,16.0,41.0,30.0,Supreme Protein
Protein Flakes,100.0,345.0,5.7,12.0,51.0,Supreme Protein
Protein Bratwurst ,100.0,210.0,18.0,0.0,20.0,Supreme Protein
Protein Toast ,100.0,258.0,7.2,25.0,20.0,Supreme Protein
Protein Lemonade,100.0,12.0,0.0,0.0,3.1,Supreme Protein
Protein Kick,100.0,479.0,30.0,20.0,28.0,Supreme Protein
Protein Cereals,100.0,391.0,11.0,33.0,34.0,Supreme Protein
Protein Push,100.0,380.0,9.7,3.9,61.5,Supreme Protein
Protein Pralines,100.0,534.0,41.0,31.0,17.0,Supreme Protein
Protein Brot,100.0,259.0,3.4,36.0,19.0,Supreme Protein
Porridge Protein,100.0,372.0,14.0,21.0,32.0,Supreme Protein
Whey Protein,100.0,403.0,6.6,16.0,70.0,Supreme Protein
Protein Mango,100.0,73.0,0.8,5.5,10.0,Supreme Protein
Whey Protein ,100.0,394.0,7.4,6.5,75.4,Supreme Protein
Protein Wraps,1 Wrap ,127.0,3.5,16.0,7.2,Supreme Protein
Protein Knäckebrot ,100.0,502.0,32.0,13.0,33.0,Supreme Protein
Chocolate Protein,100.0,361.0,8.0,20.1,59.0,Supreme Protein
Protein Porridge,100.0,370.0,6.9,50.0,22.0,Supreme Protein
Protein Lentils,100.0,370.0,1.9,57.0,28.0,Supreme Protein
Protein Chocolate,100.0,516.0,36.0,19.0,28.0,Supreme Protein
Protein Coconut,1 Becher  ,256.0,1.8,22.0,35.0,Supreme Protein
Protein Bites,100.0,446.0,19.0,32.6,32.7,Supreme Protein
Protein Milkshake,100.0,380.0,3.3,10.6,75.9,Supreme Protein
Almond Protein ,100.0,402.0,15.0,7.5,52.0,Supreme Protein
Protein Chickpeas ,100.0,380.0,3.6,62.5,20.0,Supreme Protein
Protein Snack ,100.0,541.0,38.0,22.0,32.0,Supreme Protein
Vegan Protein,1 Portion ,118.0,2.4,2.6,18.0,Supreme Protein
Protein Baguette,100.0,223.0,4.8,10.9,27.0,Supreme Protein
Protein Muffin,1 Stück ,182.0,8.4,23.0,7.2,Supreme Protein
Protein Waffle,100.0,351.0,2.8,44.1,36.0,Supreme Protein
Protein Cheese,100.0,169.0,3.0,0.5,37.0,Supreme Protein
Protein Chips,100.0,400.0,5.9,44.8,40.6,Supreme Protein
Whey Protein,1 Portion ,118.0,1.7,4.5,21.0,Supreme Protein
Vegan Protein,100.0,425.0,7.8,13.0,74.0,Supreme Protein
Protein Crisp,100.0,437.0,14.6,47.8,25.0,Supreme Protein
Protein Pancake ,1 Portion ,181.0,2.3,17.0,22.0,Supreme Protein
Protein Booster,100.0,461.0,26.7,23.7,25.7,Supreme Protein
Protein Bites,100.0,496.0,23.0,42.0,30.0,Supreme Protein
Protein Pizza,100.0,332.0,1.7,50.0,26.0,Supreme Protein
Protein Wafers,100.0,471.0,22.0,31.0,36.0,Supreme Protein
Kitchen Protein,100.0,444.0,17.0,1.0,70.2,Supreme Protein
Plant Protein,1 Riegel ,199.0,12.0,13.0,8.4,Supreme Protein
Wraps Protein,100.0,319.0,8.8,39.0,18.0,Supreme Protein
Protein Balls,100.0,426.0,18.0,42.0,21.0,Supreme Protein
Protein Krispees,100.0,387.0,3.8,43.0,44.0,Supreme Protein
Basisches Protein,100.0,340.0,11.0,25.0,36.0,Supreme Protein
Protein Waffles,100.0,398.0,21.0,37.0,21.0,Supreme Protein
Protein Falafel,100.0,308.0,5.2,31.0,29.0,Supreme Protein
Protein Cream,100.0,483.0,33.0,42.0,17.0,Supreme Protein
Protein Pasta,100.0,362.0,3.4,52.0,29.0,Supreme Protein
Protein Chips,100.0,423.0,13.0,33.0,42.0,Supreme Protein
Hanfsamen Protein,1 Portion ,107.0,3.4,0.8,15.0,Supreme Protein
Protein Flakes,100.0,324.0,6.7,4.8,51.5,Supreme Protein
Protein Reis ,1 Beutel ,172.0,1.0,10.5,30.0,Supreme Protein
Mandel Protein,100.0,360.0,10.5,9.5,50.0,Supreme Protein
Protein Drink,100.0,364.0,2.9,3.8,80.0,Supreme Protein
Protein Water,100.0,12.0,0.0,0.0,3.0,Supreme Protein
Protein 90,100.0,372.0,4.3,6.7,74.2,Supreme Protein
Protein Fuel,1 Shot ,122.0,0.0,0.0,30.0,Supreme Protein
Reis Protein,100.0,385.0,2.9,9.6,80.0,Supreme Protein
Protein Snack,1 Riegel ,163.0,5.0,10.0,19.0,Supreme Protein
Protein Nachos,100.0,388.0,12.0,17.0,45.0,Supreme Protein
Protein Brownie,1 Portion ,287.0,9.7,27.0,23.0,Supreme Protein
30% Protein ,1 Riegel ,198.0,5.7,22.0,15.0,Supreme Protein
Protein Wafer ,100.0,517.0,26.5,37.3,32.0,Supreme Protein
Protein Shake ,100.0,56.0,3.0,0.4,7.3,Supreme Protein
Whey Protein,1 Portion ,113.0,1.1,1.8,23.9,Supreme Protein
Protein Energy ,100.0,150.0,6.7,12.4,10.0,Supreme Protein
Protein Spread,100.0,503.0,35.0,39.0,21.4,Supreme Protein
Protein Soup,1 Beutel ,191.0,1.9,5.6,22.3,Supreme Protein
Resource Protein,100.0,125.0,3.5,14.0,9.4,Supreme Protein
Vegan Protein ,100.0,392.0,5.92,7.38,81.0,Supreme Protein
Protein Chips,100.0,412.0,7.4,64.0,21.0,Supreme Protein
Protein-Brot,100.0,236.0,10.0,19.0,13.0,Supreme Protein
Protein Cereal,1 Packung ,229.0,11.5,13.0,15.0,Supreme Protein
Protein Tortitos,1 Tüte ,117.0,3.6,5.1,13.5,Supreme Protein
1A Protein,100.0,375.0,4.8,4.0,79.0,Supreme Protein
Protein Flakes,100.0,404.0,22.0,6.8,33.0,Supreme Protein
Sesam Protein,100.0,404.0,12.5,6.0,55.0,Supreme Protein
Protein Breakfast,100.0,367.0,9.7,44.0,26.0,Supreme Protein
Protein 35%,1 Riegel ,141.0,4.5,13.0,12.0,Supreme Protein
Protein-Riegel,1 Riegel  ,218.0,8.0,14.0,16.0,Supreme Protein
Protein Müsli,100.0,416.0,19.7,22.5,30.1,Supreme Protein
Protein Pudding,1 Portion  ,205.0,3.5,10.8,32.0,Supreme Protein
Vegan Protein,1 Portion ,108.0,1.3,0.7,22.5,Supreme Protein
Protein Riegel ,100.0,440.0,12.0,44.0,29.0,Supreme Protein
Snickers Protein,1 Riegel ,192.0,7.8,19.6,10.8,Supreme Protein
Protein Chips,100.0,397.0,13.1,15.6,45.1,Supreme Protein
Protein Cake ,1 Portion ,275.0,20.0,10.0,13.3,Supreme Protein
Protein Pizza,100.0,361.0,6.3,45.5,29.5,Supreme Protein
Protein Muffins ,100.0,395.0,7.5,33.7,45.6,Supreme Protein
Natural Protein,100.0,379.0,3.7,20.1,61.3,Supreme Protein
Protein Boost,100.0,119.0,0.1,0.0,20.0,Supreme Protein
High Protein,100.0,450.0,17.0,44.0,27.0,Supreme Protein
Protein Vanille,100.0,355.0,2.1,14.7,70.1,Supreme Protein
Protein Pancakes,100.0,365.0,3.0,12.0,65.0,Supreme Protein
Bounty Protein ,100.0,398.0,17.0,27.0,35.0,Supreme Protein
Protein Kürbiskernmehl,100.0,399.0,15.0,2.7,59.0,Supreme Protein
Protein Cookie ,100.0,458.0,21.0,44.0,24.0,Supreme Protein
60% Protein,1 Portion ,165.0,4.4,6.8,27.0,Supreme Protein
Protein Milchreis,100.0,68.0,0.3,11.3,5.0,Supreme Protein
Yummy Protein ,100.0,361.0,1.9,6.0,80.0,Supreme Protein
Protein Crispies ,100.0,402.0,5.2,25.0,63.0,Supreme Protein
Protein Pudding,1 Becher ,147.0,3.2,9.6,20.0,Supreme Protein
Veggie Protein,100.0,394.0,8.0,0.5,80.0,Supreme Protein
Protein Coffee ,100.0,49.0,0.1,4.3,7.6,Supreme Protein
Protein Porridge ,100.0,362.0,5.2,44.1,33.6,Supreme Protein
Protein Wafer,100.0,544.0,34.7,19.3,38.2,Supreme Protein
Organic Protein,100.0,394.0,6.0,28.0,57.0,Supreme Protein
Protein Bites,100.0,479.0,28.0,32.0,30.0,Supreme Protein
Protein Cookie,100.0,362.0,10.8,36.5,29.6,Supreme Protein
Protein Cracker,100.0,197.0,13.2,2.8,15.1,Supreme Protein
Protein Brei,100.0,382.0,16.0,23.0,30.0,Supreme Protein
Walnuss Protein ,100.0,408.0,15.0,9.0,45.0,Supreme Protein
Vegan Protein,100.0,364.0,7.0,9.2,60.0,Supreme Protein
Protein Pancakes,100.0,368.0,3.7,9.7,72.2,Supreme Protein
Protein Brownie,Brownie ,207.0,12.0,24.0,12.0,Supreme Protein
Protein Broccolisuppe,100.0,54.0,2.4,3.1,5.0,Supreme Protein
Protein Knäcke,100.0,402.0,17.8,14.7,35.5,Supreme Protein
Protein Pancakes,1 Portion ,184.0,1.9,11.6,30.0,Supreme Protein
Protein Frühstücksdrink,1 Shake  ,180.0,6.5,15.0,13.0,Supreme Protein
Whey Protein,100.0,367.0,4.5,7.8,72.7,Supreme Protein
Protein Cream,100.0,533.0,40.0,29.0,21.0,Supreme Protein
Protein Power ,100.0,639.0,55.0,8.2,24.0,Supreme Protein
Beef Protein,100.0,396.0,2.0,6.7,87.0,Supreme Protein
Cappuccino Protein,100.0,384.0,5.5,61.4,20.3,Supreme Protein
Protein Smoothie ,1 Portion ,139.0,2.0,5.3,25.0,Supreme Protein
Protein Bowl,100.0,113.0,3.3,14.7,5.6,Supreme Protein
Vegan Protein ,1 Portion ,104.0,1.3,0.7,21.8,Supreme Protein
Protein Eiskaffee,100.0,361.0,0.84,11.0,80.0,Supreme Protein
Whey Protein ,100.0,401.0,7.5,11.0,71.0,Supreme Protein
Protein Vanille ,100.0,73.0,0.2,6.9,10.0,Supreme Protein
Protein Naturjoghurt,100.0,51.0,0.5,4.0,8.6,Supreme Protein
Protein Nudeln ,100.0,355.0,4.1,32.0,35.0,Supreme Protein
Skyr Protein,100.0,365.0,4.5,10.7,70.4,Supreme Protein
Protein Pasta,100.0,319.0,6.4,11.0,42.0,Supreme Protein
Protein Puffies,100.0,450.0,23.0,36.0,36.0,Supreme Protein
Smart Protein,1 Portion ,0.0,0.0,0.0,7.0,Supreme Protein
Pea Protein ,100.0,406.0,9.1,0.2,80.0,Supreme Protein
Protein Pasta,100.0,350.0,3.4,25.0,50.0,Supreme Protein
Protein Spread,100.0,519.0,37.0,33.0,21.0,Supreme Protein
Protein Snack ,100.0,156.0,8.7,4.5,15.0,Supreme Protein
Protein Pancake ,100.0,394.0,4.6,35.0,53.0,Supreme Protein
Bäckerbrötchen Protein,100.0,275.0,8.6,25.0,21.0,Supreme Protein
Protein Cream,100.0,519.0,39.0,32.0,21.0,Supreme Protein
Protein Wraps,100.0,313.0,9.2,35.7,19.7,Supreme Protein
Protein Wraps,100.0,318.0,8.7,38.5,18.4,Supreme Protein
Protein Bockwürstchen,100.0,83.0,2.0,0.3,16.0,Supreme Protein
High Protein,1 Brot ,351.0,18.0,4.5,35.0,Supreme Protein
Protein Waffles,1 Waffel ,120.0,6.3,11.0,6.3,Supreme Protein
Protein Tropical,100.0,79.0,1.6,7.0,9.0,Supreme Protein
Protein 80,100.0,375.0,3.1,4.5,82.0,Supreme Protein
Protein Power,100.0,376.0,1.6,3.7,86.0,Supreme Protein
Protein Shake,100.0,364.0,6.3,46.0,26.0,Supreme Protein
Protein Cream,100.0,516.0,39.0,30.0,21.0,Supreme Protein
Protein Pizzateig,100.0,421.0,19.8,16.4,38.6,Supreme Protein
Protein Pizza,100.0,316.0,2.5,32.0,30.0,Supreme Protein
High Protein,100.0,54.0,2.1,2.4,5.1,Supreme Protein
Protein Pancakes,100.0,348.0,4.1,42.0,41.0,Supreme Protein
Protein Wraps,100.0,279.0,5.7,41.0,12.0,Supreme Protein
Protein Omelette,1 Portion ,104.0,3.4,2.8,16.0,Supreme Protein
Protein Sandwich,2 Scheiben ,173.0,1.9,23.0,15.0,Supreme Protein
Protein Water ,100.0,17.0,0.1,0.1,4.0,Supreme Protein
Protein Juyce,100.0,363.0,0.0,7.8,83.0,Supreme Protein
Protein Smoothie,100.0,57.0,0.0,11.8,1.8,Supreme Protein
Mandel Protein,100.0,44.0,3.0,0.7,3.2,Supreme Protein
Protein Waffel ,100.0,358.0,4.7,34.0,51.0,Supreme Protein
Protein-Bombe,1 Portion,947.0,28.0,94.0,75.0,Supreme Protein
Peanut Protein,1 Portion ,417.0,21.4,43.2,10.7,Supreme Protein
Protein Strawberry ,1 Riegel ,127.0,3.9,12.0,9.8,Supreme Protein
Protein Wafers ,100.0,466.0,21.5,31.0,35.8,Supreme Protein
Protein Wraps,1 porzione ,213.0,6.1,21.0,15.0,Supreme Protein
Protein Pancakes,100.0,348.0,4.1,42.0,41.0,Supreme Protein
Protein Müsli,100.0,410.0,13.9,42.9,24.2,Supreme Protein
Protein Powder,1 Meßlöffel ,18.0,0.05,0.05,4.4,Supreme Protein
Protein Brownie,1 Portion ,344.0,19.0,20.0,20.0,Supreme Protein
Vegan Protein Sonnenblumen Protein,100.0,306.0,2.4,6.5,56.1,Supreme Protein
Prosciutto Supreme - Large (32cm) Special Crust Cheese (884 g),100.0,196.0,8.06,17.35,13.11,Supreme Protein
Prosciutto Supreme - Medium (28cm) Special Crust Cheese (730 g),100.0,197.0,8.29,16.83,13.47,Supreme Protein
Prosciutto Supreme - Medium (28cm) Special Crust Garlic (635 g),100.0,202.0,8.6,19.9,10.85,Supreme Protein
Veggie Supreme - Large (32cm) Special Crust Cheese (1004 g),100.0,151.0,5.52,17.05,7.8,Supreme Protein
Salami Supreme - Large (32cm) Special Crust Garlic (700 g),100.0,258.0,13.87,22.54,10.12,Supreme Protein
Pan 9-Inch Chicken Supreme,1 Portion,136.0,55.0,141.0,62.0,Supreme Protein
"Pan 10,5-Inch (Beef) Supreme",1 Portion,190.0,131.0,190.0,82.0,Supreme Protein
"Pan 10,5-Inch Chicken Supreme",1 Portion,187.0,76.0,194.0,88.0,Supreme Protein
"Pan 10,5-Inch Texas Supreme",1 Portion,192.0,82.0,203.0,78.0,Supreme Protein
Pan 13-Inch Texas Supreme,1 Portion,292.0,127.0,305.0,125.0,Supreme Protein
Classic 12-Inch (Beef) Supreme,1 Portion,174.0,110.0,192.0,86.0,Supreme Protein
Classic 12-Inch Chicken Supreme,1 Portion,167.0,53.0,193.0,87.0,Supreme Protein
Quest Bar Peanut Butter Supreme,1 Riegel ,215.0,10.0,7.0,20.0,Supreme Protein
Pan 13-Inch Chicken Supreme,1 Portion,282.0,118.0,288.0,134.0,Supreme Protein
Italian Style 12-Inch Supreme,1 Portion,125.0,91.0,111.0,68.0,Supreme Protein
Classic 9-Inch (Beef) Supreme,1 Portion,103.0,71.0,109.0,51.0,Supreme Protein
Classic 12-Inch Texas Supreme,1 Portion,182.0,63.0,210.0,85.0,Supreme Protein
Classic 15-Inch Texas Supreme,1 Portion,246.0,102.0,248.0,123.0,Supreme Protein
Pan 9-Inch Texas Supreme,1 Portion,147.0,63.0,154.0,61.0,Supreme Protein
Classic 9-Inch Chicken Supreme,1 Portion,987.0,32.0,110.0,51.0,Supreme Protein
Classic 9-Inch Texas Supreme,1 Portion,109.0,40.0,123.0,51.0,Supreme Protein
Classic 15-Inch (Beef) Supreme,1 Portion,410.0,217.0,622.0,137.0,Supreme Protein
Classic 15-Inch Chicken Supreme,1 Portion,404.0,92.0,629.0,152.0,Supreme Protein
Supreme Whey Double Chocolate ,100.0,374.0,7.0,6.2,70.4,Supreme Protein
Supreme Intense Dark 91%,100.0,607.0,53.0,13.0,11.0,Supreme Protein
Supreme 69% Dark Satin,100.0,603.0,48.0,30.0,7.3,Supreme Protein
Kings Bar Choco Supreme,1 Riegel ,179.0,4.6,15.0,25.0,Supreme Protein
Pan 13-Inch Supreme,1 Portion,294.0,213.0,286.0,133.0,Supreme Protein
American Style Pizza Supreme,1 Pizza ,970.0,30.6,122.0,46.4,Supreme Protein
Gigant Supreme Joghurt-Himbeer,1 Eis ,242.0,14.5,24.0,3.0,Supreme Protein
Hähnchen-Medaillons Supreme,1 Medaillon ,173.0,6.5,10.2,18.3,Supreme Protein
Big Pizza Supreme ,100.0,237.0,9.6,26.4,10.2,Supreme Protein
Supreme Belgian Chocolate,100.0,294.0,18.0,27.0,4.1,Supreme Protein
Ketobar Coconut Supreme,1 Bar ,100.0,9.0,2.0,5.0,Supreme Protein
Salmon Dinner Supreme,100.0,164.0,3.9,22.0,7.7,Supreme Protein
Poké Bowl Supreme,100.0,174.0,7.1,22.0,5.7,Supreme Protein
Supreme Salted Caramel,100.0,267.0,15.0,29.0,4.0,Supreme Protein
Supreme Whey Schoko,100.0,385.0,6.2,6.5,73.0,Supreme Protein
Chicken Supreme Bowl,100.0,133.0,3.7,18.6,5.8,Supreme Protein
Helle Sojasauce Supreme,100.0,95.0,0.5,9.7,11.0,Supreme Protein
Chicken Supreme,1 Portion,749.0,19.59,79.04,58.42,Supreme Protein
Whey Supreme,1 Scoop ,114.0,1.5,4.0,21.0,Supreme Protein
Sake Supreme,100.0,160.0,4.1,23.0,7.2,Supreme Protein
Makinigi Supreme,100.0,165.0,2.7,26.2,7.9,Supreme Protein
American Supreme ,1 Pizza ,939.0,28.6,121.0,43.6,Supreme Protein
Lachs Avocado Crunchy,100.0,167.0,5.0,22.6,6.2,Sushicircle
Big Roll Crunchy,100.0,162.0,3.4,28.4,3.4,Sushicircle
Gebratene Nudeln Hühnchen,100.0,167.0,5.3,18.2,11.1,Sushicircle
Lachs Avocado Frischkäse,100.0,197.0,7.6,23.8,6.1,Sushicircle
Sushi Sakana Lachs Mix ,100.0,169.0,3.6,27.5,6.0,Sushicircle
Lachs Box ,100.0,168.0,4.3,22.7,8.9,Sushicircle
Krabben Avocado Crunchy,100.0,172.0,5.2,26.0,3.7,Sushicircle
Yakitori Spiesse,100.0,175.0,3.6,11.9,23.0,Sushicircle
Wakame Salat ,100.0,77.0,2.2,10.7,1.3,Sushicircle
Chicken Tokyo,100.0,183.0,4.9,27.9,5.6,Sushicircle
Sushi ,100.0,160.0,3.7,24.3,6.3,Sushicircle
Veggy Pur Crunchy,100.0,161.0,5.4,24.0,3.2,Sushicircle
Veggy Easy,100.0,179.0,6.9,22.6,4.2,Sushicircle
Mochi Cheesecake,100.0,273.0,8.7,45.0,3.4,Sushicircle
Tuna Classic - Cooked,100.0,165.0,3.6,26.5,5.9,Sushicircle
Maki Veggy Mix,100.0,150.0,1.5,28.5,3.8,Sushicircle
Salmon Dinner Supreme,100.0,164.0,3.9,22.0,7.7,Sushicircle
Futonigi Big Mix ,100.0,180.0,5.1,24.3,7.4,Sushicircle
Sake Lunch Box,100.0,166.0,3.9,25.8,6.7,Sushicircle
Makinigi Lachs Mix,100.0,164.0,3.0,26.9,6.3,Sushicircle
Lachs Rucola - Cooked,100.0,192.0,6.8,23.4,7.5,Sushicircle
Futo Nigi Small Mix ,100.0,156.0,2.4,24.6,7.6,Sushicircle
Chuka Ika Sansai Salat,100.0,144.0,4.1,13.8,11.8,Sushicircle
Veggy Spezial Mix,100.0,148.0,1.6,28.6,3.5,Sushicircle
Mochi Mango,100.0,285.0,6.7,55.0,1.1,Sushicircle
Futo Lachs Avocado,100.0,159.0,2.8,26.1,5.7,Sushicircle
Masago Rainbow ,100.0,163.0,4.1,23.2,6.8,Sushicircle
Gyoza Vegetarisch ,100.0,203.0,8.2,29.0,3.1,Sushicircle
Smoked Salmon Crunchy,100.0,178.0,5.9,24.7,6.0,Sushicircle
Philadelphia Special,100.0,179.0,5.3,23.7,7.3,Sushicircle
Poke Bowl Spicy,100.0,168.0,4.0,25.0,6.0,Sushicircle
Makinigi Supreme,100.0,165.0,2.7,26.2,7.9,Sushicircle
Makinigi Salmon,100.0,195.0,5.7,28.4,6.5,Sushicircle
Mochi Kakao,100.0,264.0,7.5,47.0,2.7,Sushicircle
Smoked Salmon Spezial,100.0,192.0,7.9,24.4,5.0,Sushicircle
Sesam Classic,100.0,184.0,6.3,25.8,4.7,Sushicircle
Gunkan Fish Mix,100.0,139.0,2.8,22.5,5.0,Sushicircle
Jubiläumsbox,100.0,160.0,3.7,24.3,6.3,Sushicircle
Edamame,100.0,93.0,3.0,4.7,6.8,Sushicircle
Veggy Pur Red,100.0,168.0,4.9,26.3,3.6,Sushicircle
Futo Sake Big Mix,100.0,161.0,3.5,25.8,6.3,Sushicircle
Glücks Circle Box,100.0,166.0,2.7,28.5,6.1,Sushicircle
Donburi Lachsfarce,100.0,177.0,3.8,28.6,6.0,Sushicircle
Lachs Gurke Mix,100.0,164.0,3.8,25.9,5.7,Sushicircle
Birkenzucker 100 % Xylit,100.0,241.0,0.0,100.0,0.0,Süssli
Süssli,1 Tablette ,0.0,0.0,0.0,0.1,Süssli
Birkenzucker und Erythrit,100.0,122.0,0.0,100.0,0.0,Süssli
Erythrit,100.0,0.0,0.0,100.0,0.0,Süssli
Stevia Süßstofftabletten,1 Tablette ,0.0,0.0,0.0,0.1,Süssli
Yumuşak Beyaz Peynir,100.0,223.0,18.0,1.2,14.0,Sütdiyari
Jogurt,100.0,68.0,3.5,4.7,3.8,Sütdiyari
Kaşar Peyniri,100.0,337.0,26.0,0.6,26.0,Sütdiyari
Piknik Ciftlik Peyniri,100.0,290.0,25.0,0.5,14.0,Sütdiyari
Yumusak Beyaz Peynir ,100г,230.0,21.0,1.2,9.0,Sütdiyari
Ziegenkäse,100.0,220.0,19.0,0.0,12.0,Sütdiyari
Bratkartoffeln,100.0,92.0,2.3,14.4,2.3,Sutter
Fleischwurst im Ring,100.0,285.0,25.0,2.0,13.0,Sutter
Kasseler Bratenaufschnitt,100.0,116.0,3.0,2.0,20.0,Sutter
Rostbratwurst,100.0,285.0,25.0,1.0,14.0,Sutter
